total_in_degree,total_out_degree,total_unique_in,total_unique_out,avg_in_transaction,avg_out_transaction,total_received,total_sent,net_balance,avg_in_time_interval,avg_out_time_interval,avg_active_duration,in_out_ratio,unique_in_ratio,unique_out_ratio,volume_ratio,net_balance_ratio,activity_index,time_interval_ratio,weighted_avg_tx,wallet_lifetime_sec,class
17434,636,12257,378,0.1143959500919572,0.5362583881845749,58665.30220355,3678.919806170001,54986.38239738,15.649289335168032,0.0130395669789139,7.546746771442495,27.411949685103583,0.703051508546115,0.5943396226321644,15.946338951178443,0.9372896811574468,2394.409210129358,0.0008332370046528,0.1292440137679734,16468708.0,licit
372100,3903,147435,3901,0.0315296534328848,1.6857258646483037e-05,1353.78280842,20.02580503,1333.75700339,1.4982337374730952,5.782080388809024e-06,15.818704256096089,95.33692031746008,0.39622413329749,0.9994875736587254,67.6019169124998,0.9852075200576492,23769.51953048896,3.859264549714635e-06,0.0312025431612424,2962822.0,licit
128842,1543,9330,675,0.0537279275405971,0.0717142543718104,20176.126610879997,4424.79353006,15751.33308082,1.6719038897792995,0.0,20.278977865581098,83.50097213166883,0.0724142748482581,0.4374594944884157,4.559789394412898,0.7806916255332313,6429.564685161125,0.0,0.0539407810306459,9966432.0,licit
86277,2665,81390,2465,10.764599397659698,0.8006463431578238,1680328.55113708,34220.42997963,1646108.12115745,0.0035655090365608,0.0629304062317638,0.4794434852670349,32.37410881788978,0.94335686219955,0.9249530956813324,49.10308117509976,0.9796346792081332,185510.91187599095,17.649718199924035,10.466046015788905,28094177.0,licit
10792,258,10472,257,0.0808993205168805,0.0003362358363148,5724.03168116,22.49147039,5701.540210769999,0.0132390827295419,0.0,1.0108886663105414,41.829457362719786,0.9703484062259354,0.9961240309691424,254.49788650367648,0.9960706942845916,10930.976139063489,0.0,0.0790183000781135,255229623.0,licit
31631,10278,25135,5938,0.0151446983701442,0.0071682489645723,13.99927915,5.179988070000004,8.819291079999998,5.464959090518911,0.0208852818469474,9.06845709170348,3.0775442693101014,0.7946318485027996,0.5777388596997687,2.7025697615118816,0.6299817997200362,4621.403567330933,0.0038216721228461,0.0131885088406732,38447628.0,licit
4130,83,3847,83,0.1105447582945274,0.003111256627912,538.10657438,9.56985836,528.53671602,9.020531964719238,0.0,15.420711457172054,49.759036138583255,0.9314769975764372,0.9999999998795182,56.22931432996745,0.9822156821242176,273.20399638944843,0.0,0.1084282188595848,13176972.0,licit
477283,422,9896,32,0.125832996624485,0.0001756974959258,79564.90699168,117.04535557,79447.86163611001,3.077995049220807,0.0,64.10984532999024,1131.0023696414455,0.0207340299151652,0.075829383884459,679.7784209156231,0.9985289324149876,7451.351621059343,0.0,0.1257219921756441,18355539.0,licit
84,2,84,2,0.0144048624999999,0.00288051875,1.1869643,0.0,1.1869643,0.0,0.0,0.0,41.99999979,0.9999999998809525,0.999999995,118696430.0,0.9999999915751469,8600000000.0,0.0,0.0141368545041701,4311.0,licit
53933,298,50404,288,0.0048371864486908,5.613837872557916e-06,328.89572206,1.6460313000000002,327.24969076,0.1775642374969913,0.0018650728861495,1.775260428803446,180.9832214704368,0.9345669627128224,0.9664429529877032,199.811340198626,0.994995279051852,30548.193839407904,0.0105036510020475,0.0048106368988379,7952822.0,licit
65074,1544,57662,473,0.0957231755410883,0.115610446906773,83192.90101516,7995.620307279999,75197.28070788,28.15033735764936,0.0064379041602196,122.20555990164708,42.146373056721856,0.8860989027874595,0.3063471502570832,10.404808860084184,0.9038905939121896,545.1306802093447,0.0002286972293134,0.0961841012216499,71345551.0,licit
201,6,201,6,5.772588406179486,0.0059076430833333,1322.1292426,0.19163439,1321.93760821,0.0,0.0,0.0,33.49999994416667,0.9999999999502488,0.9999999983333332,6899.227083446395,0.9998550562276184,20700000000.0,0.0,5.605438238862426,83898.0,licit
9,2,9,2,0.0173396533333333,0.00862459,0.20699016,0.05147612,0.15551404,0.0,0.0,0.0,4.4999999775,0.9999999988888888,0.999999995,4.021090163537935,0.7513112337653524,1100000000.0,0.0,0.0157550963493135,9854.0,licit
28699,9,19164,9,0.0018531132610837,4.22612416988417e-05,12.854083700000002,0.10413422,12.74994948,0.0021707270590233,0.0487370763620763,0.0961187884312884,3188.777774234691,0.6677584584826413,0.9999999988888888,123.43764101391064,0.9918987434383214,298672.0648669181,22.451856229885045,0.0018525455563257,65851719.0,licit
5779,77,5766,64,0.3626549715296794,0.017106691570004,1738.3255394600003,0.0676563300000006,1738.25788313,0.0952351026646048,0.2961200773677625,0.5511236178944512,75.05194804220105,0.9977504758591492,0.8311688310608872,25693.46109263349,0.9999610795915588,10625.565124784516,3.1093581881992027,0.3581113892959916,26671438.0,licit
41566,826,40322,743,0.0010767837020752,0.0001223680455344,108.10661792,2.508968250000001,105.59764967,0.2682128188623122,0.004211501271096,0.7789886397441618,50.32203389769586,0.970071693210564,0.8995157384878993,43.08807713653579,0.976791723688696,54419.278142143055,0.0157020873645756,0.0010581870958214,57460422.0,licit
253335,498,15865,184,0.1000617233347885,0.0596922639019363,49320.11156946,4917.761250719999,44402.35031874,19.98252612009709,0.0003963363371578,86.44463818955221,508.7048192668935,0.0626245879961291,0.3694779116391671,10.028976409161558,0.9002889268852713,2936.3648837773135,1.9834145822080417e-05,0.0999825216911938,23906194.0,licit
317,257,300,242,5.814590068260258,0.115908567273526,152.06389322,17.2872850999998,134.77660812000022,0.4874260837542088,0.0069239372895622,0.087706734006734,1.2334630349714606,0.94637223971778,0.9416342412084968,8.79628537693515,0.8863156483580727,6544.536643110695,0.0142051018160176,3.2630898142772944,4611273.0,licit
10089,146,9019,97,0.3924824138630466,0.1659798440611708,33767.40202013,525.89042906,33241.51159107,0.0072682579357113,0.0,2.1010037696116255,69.10273972129433,0.8939438992953771,0.6643835615983299,64.20995734766511,0.9844260915081254,4871.4810031859915,0.0,0.3892514050506415,14206734.0,licit
860,14,716,11,50.042258276291555,5.0216032546759255,177693.04951266,1022.19485152,176670.85466114,2.4705748901946816,0.0,22.864792952674897,61.428571384693875,0.8325581395252029,0.7857142851530612,173.83481167674904,0.9942474122970292,38.22470649206144,0.0,49.32110361863042,32143588.0,licit
19078,1792,18305,1565,1.2523742525961157,0.1302607236799129,25807.425674610004,2034.0327041200003,23773.39297049,0.0031533342508672,0.0001228344683683,0.0259893641273849,10.646205357083447,0.9594821260085128,0.8733258928522695,12.687812551985688,0.9211842076084966,803020.4920559943,0.0389537134534545,1.1560241115405625,303616.0,licit
13535,457,13329,396,0.297762891423233,0.0335624076761718,987.57432935,92.02187333999994,895.55245601,0.2770414035854089,0.0264688724377422,0.4137250048446091,29.617067833049955,0.9847801994820948,0.8665207877272096,10.73195201747108,0.9068203064678332,33819.56492346795,0.0955412120346482,0.2891337018095038,5834243.0,licit
26,3,26,3,0.05180781375,0.0113669383333333,1.10273728,0.2633068,0.8394304799999999,0.0,0.0,0.0,8.666666637777778,0.9999999996153844,0.9999999966666668,4.188031748969956,0.7612243529009525,2900000000.0,0.0,0.0476242748973709,12921.0,licit
884,6,874,6,0.194851377,0.2257500217499999,1146.92720066,8.95790087,1137.96929979,0.0,0.0,0.0,147.3333330877778,0.9886877827942456,0.9999999983333332,128.03526362082272,0.9921896517278804,89000000000.0,0.0,0.195059682468033,13198.0,licit
88,2,88,2,0.036238058,0.00916574,3.93248764,0.08712586,3.84536178,0.0,0.0,0.0,43.99999978,0.9999999998863636,0.999999995,45.13570584718408,0.9778445915780564,9000000000.0,0.0,0.0356364509293737,48341.0,licit
1390,109,1357,78,6.226881830319391,0.1784526247573849,5405.673940690001,449.99405393000006,4955.67988676,0.103407990824211,0.068955401286633,0.7655878879892039,12.752293576811716,0.976258992798732,0.7155963302095784,12.012767487391658,0.9167552355402092,1957.9724339126617,0.6668284923509361,5.787069433078478,8181138.0,licit
1111,82,998,43,5.584812501251475,1.2193216400566915,25906.20625632,1348.39289385,24557.81336247,0.2609937107949717,0.0059477115746477,0.3035730328376704,13.54878048615259,0.8982898289748129,0.5243902438384891,19.21265409680346,0.9479509704926196,3929.861455577045,0.0227887152094363,5.284753615525725,3872376.0,licit
150298,75576,92442,38788,0.0029486526933529,5.0159367164732014e-05,164.37896951000002,26.986661459999993,137.39230805000005,13.217281993838403,0.0060884309567909,15.524984281234092,1.988700116438818,0.6150580846052099,0.5132317137714998,6.091119114260711,0.8358265564700689,14549.064640763325,0.000460641677693,0.0019788353101214,17301479.0,licit
23723,1630,22511,1416,0.288700572733234,1.2534911152142874,48416.2813377,5183.47930149,43232.80203621,0.3812272419774958,0.0004061393584319,4.546076591587209,14.553987729972064,0.9489103401758004,0.8687116564363884,9.34049863451548,0.8929393344907153,5576.896788573316,0.001065347129108,0.3507290736696363,14715260.0,licit
182037,20025,136470,13242,0.0005959324684277,9.507301130534092e-07,60.93162443000001,5.6311553,55.30046913,0.3731918431814968,0.0016557239027336,6.686164513739662,9.090486891381229,0.7496827568021474,0.6612734082393701,10.820448216335912,0.9075823866218262,30220.9135420712,0.0044366560754702,0.0005369678471245,8318429.0,licit
13743,4616,13424,4317,0.100085600660201,0.0007481497002656,1226.37478934,52.02634747,1174.34844187,13.771673688427589,0.0156506649836039,9.819835913300674,2.977253032922493,0.9767881830743091,0.9352253032908684,23.572186954147487,0.9575771224818028,1869.5831726105985,0.0011364388473269,0.0751092035998048,142777409.0,licit
129911,161,127346,34,0.3259783189571181,0.0001278670684727,3762.67479478,1.32085612,3761.35393866,1.3682736389272472,0.0004008667299051,12.487862798516842,806.9006210678943,0.9802557135268776,0.2111801242104857,2848.6636124253746,0.9996489582007382,10415.873556145223,0.0002929726303063,0.3255749890878355,48684556.0,licit
7990,955,7698,940,2.521481638244991,0.2723236363159982,25175.005877679996,2535.4295255599995,22639.57635212,0.0101069885522705,0.0007510678247907,0.0065039488017429,8.366492146509252,0.963454317896166,0.9842931937069708,9.929286388672274,0.8992878278603745,1375316.2147341606,0.0743116584915314,2.281353534067797,62495.0,licit
40676,767,36625,432,0.2640413257770331,0.0091969810017143,2799.33341571,18.545269750000013,2780.78814596,1.791697177511527,0.0006899997852875,2.4133453715779685,53.03259452342852,0.9004081030580932,0.5632333767853555,150.9459528999592,0.9933751122121228,17172.428081098966,0.0003851095989305,0.2593248329448235,76569617.0,licit
259,12,259,12,0.181971962,0.6307673580000002,237.41576415000003,12.52214716,224.89361699,0.0,0.0,0.0,21.58333331534722,0.99999999996139,0.9999999991666666,18.95966889119384,0.9472564628793516,27100000000.0,0.0,0.2018448208560205,3862.0,licit
6278,1080,6225,1080,0.007434613823963,9.744583748627777e-06,36.80153225000001,0.14177302,36.65975923,4.1637543528021554,0.0002056934440029,0.9506920662100456,5.81296296290914,0.9915578209605104,0.9999999999907409,259.5806286287315,0.9961476324138246,7739.624831346891,4.9400955503176514e-05,0.0063447988226726,151735475.0,licit
72,7,72,7,0.0158616194444444,0.000787790079365,1.1014462,0.05867115,1.04277505,0.0,0.0,0.0,10.285714271020408,0.9999999998611112,0.9999999985714286,18.773213278892047,0.9467326143870428,7900000000.0,0.0,0.0145259636760796,1626.0,licit
130,2,124,1,0.0407512986580086,0.027503228095238,8.261584340000002,0.7890815200000001,7.47250282,0.0635516975308642,0.0,0.635516975308642,64.999999675,0.953846153772781,0.4999999975,10.46987418397691,0.9044878686011354,207.70491277411497,0.0,0.0405505703130764,11669451.0,licit
30026,310,28268,197,10.424421566796074,3.59789152332168,661279.80702259,5383.53709977,655896.26992282,0.6074941228746068,0.7551832294000882,6.49486104478404,96.85806451300458,0.9414507426893554,0.6354838709472425,122.83370482384404,0.9918589120027432,4670.769666066198,1.2431119718418184,10.354662062788275,141835070.0,licit
9988,0,9834,0,0.0160643178217821,0.0,162.09942976000002,0.0,162.09942976000002,0.0,0.0,0.0,998800000000.0,0.9845814977963708,0.0,16209942976.000002,0.9999999999383096,998800000000.0,0.0,0.016064317821766,2170690.0,licit
10,6,9,5,3.342554713333333,3.3379356899999997,29.9999,9.97213586,20.02776414,0.001694637345679,0.006778549382716,0.006778549382716,1.666666663888889,0.8999999991,0.8333333319444445,3.0083725684335265,0.6675943630920121,2360.383541198555,3.999976396269051,3.340822577495319,1757.0,licit
94123,5677,92176,4230,0.0040838672930104,0.0007818833062549,97.35041332999998,4.770253820000043,92.58015950999996,4.135611953595616,0.005075939946862,6.007269070139495,16.579707592008845,0.9793143014989982,0.7451118548516028,20.407805705802264,0.9509991414896234,16613.2062121117,0.0012273733588991,0.0038960380035029,279999128.0,licit
36,2,34,2,0.11586985,0.0045599225,6.087438420000001,0.0,6.087438420000001,0.0,0.0,0.0,17.99999991,0.9444444441820988,0.999999995,608743842.0,0.9999999983572728,3800000000.0,0.0,0.1100114327342075,1239.0,licit
22,2,22,2,0.1125628325,0.00351864875,0.70086063,0.02541578,0.6754448500000001,0.0,0.0,0.0,10.999999945,0.9999999995454544,0.999999995,27.575795597933407,0.9637363142549996,2400000000.0,0.0,0.103475817144385,785424.0,licit
497244,27981,409243,17818,0.0697145695077313,1.1512994295741122e-06,2167.8243351600004,48.47717519,2119.34715997,1.4758599526456562,0.0129790250715918,16.386866775572305,17.770773024546024,0.8230225000200942,0.6367892498478837,44.71845412230208,0.9776378674168732,32051.58172533815,0.0087942117816688,0.0660006351845609,112533307.0,licit
851,14,582,9,0.3100145846103896,0.1995634315151515,968.11434288,9.25053548,958.8638074,0.2356315586419753,0.0,0.6224189814814814,60.78571424229592,0.6839012925889083,0.6428571423979591,104.65495148108448,0.9904447903721936,1389.7390854689818,0.0,0.3082269358862097,634338.0,licit
1063,0,835,0,0.0833982851296296,0.0,94.53508298,0.0,94.53508298,4.190873880416364e-05,0.0,0.0007124485596707,106300000000.0,0.7855126998985371,0.0,9453508298.0,0.9999999998942192,1492016.603030496,0.0,0.083398285128845,5540.0,licit
537,7,431,3,18.06064957255102,15.295657388285717,64890.324373109994,532.38058919,64357.94378392,9.6402520350344,0.5426570767195767,40.60582506613757,76.71428560469388,0.8026070763351469,0.4285714279591837,121.88709673021638,0.9917956861158714,13.397092633383952,0.0562907561114124,18.025070628672147,12393610.0,licit
478,16,478,16,18.120934768125,1.297876423794643,9829.8010589,266.28899585,9563.51206305,0.0,0.0,0.0,29.874999981328124,0.9999999999790796,0.999999999375,36.91403404468116,0.9729100320276952,49400000000.0,0.0,17.576058384147174,1262.0,licit
10810,246,10710,146,3.084159193135265,0.0695768899498881,14502.17598609,10.26896893999998,14491.90701715,0.0087821547640536,0.0,0.798174092716878,43.94308942910801,0.9907493061970484,0.5934959349352237,1412.232918095446,0.9992919015077568,13851.614531675295,0.0,3.017083646227362,10302872.0,licit
108,2,108,2,0.018228195,0.00614502875,2.62779219,0.04770768,2.58008451,0.0,0.0,0.0,53.999999730000006,0.9999999999074076,0.999999995,55.08110306745097,0.98184495334144,11000000000.0,0.0,0.0180085010665446,6362.0,licit
116068,1921,113780,1129,1.421703491144106,0.0145565112565167,261304.23587524,346.0431961,260958.19267914,0.0003024738862645,0.001035628120146,0.0652879725580502,60.42061426308995,0.980287417720562,0.5877147319074039,755.1202821285259,0.9986757076671532,1807208.545540384,3.4237464115369427,1.3987934796313544,1890377.0,licit
1418,113,1236,107,1.1025444810497946,0.4897566834639073,420.38718184,11.311718260000005,409.07546358,0.1895455815570751,0.1153734388458225,5.51297803617571,12.54867256526118,0.8716502115594383,0.94690265478346,37.16386598443809,0.973092142771289,277.7083433267138,0.6086843692752508,1.0573158584908278,42137024.0,licit
443,2,394,2,1.1954094301960785,0.0077967529411764,541.5355092599999,0.0,541.5355092599999,0.0,0.0,0.0,221.4999988925,0.8893905191672824,0.999999995,54153550925.99999,0.999999999981534,44500000000.0,0.0,1.1900718451030212,55273.0,licit
134288,349,109820,11,0.0326488444821495,0.0008978008452271,10594.68909025,0.2493712,10594.43971905,1.4847351296938402,0.0180711295587705,36.14656586309224,384.779369616482,0.8177945907303096,0.0315186246409307,42485.61447911328,0.9999764626212362,3724.752179023035,0.0121712816485888,0.0325665408491986,103865846.0,licit
65,2,58,2,1.91643302,0.8578571478571428,303.75272471000005,11.29762982,292.45509489000005,0.0,0.0,0.0,32.4999998375,0.8923076921704143,0.999999995,26.88641151114791,0.9628064905741532,6700000000.0,0.0,1.8848337399532231,12316.0,licit
75904,5597,70819,5397,0.0792210460508083,0.0079012454278195,4886.174108970001,24.74212824,4861.431980730001,0.2899182704100725,0.0012951668118314,28.420581243050208,13.561550830777986,0.9330074831364707,0.9642665713758009,197.4839860014872,0.9949362982779252,2867.6753397242005,0.0044673513170658,0.0743232297775403,7352727.0,licit
6176,517,5118,233,20.352276258097135,0.0117648857908339,8774.5418856,135.10902505999996,8639.43286054,2.229342294459105,0.0684452752132923,7.079861356621774,11.945841392418842,0.8286917098432178,0.450676982583159,64.94415810530725,0.9846021562343245,945.3574940823496,0.0307020034906209,18.78107584278709,18746098.0,licit
6015,60,4092,52,13.357208868720187,2.2724853402751553,1747316.71818351,2977.32272585,1744339.39545766,0.8258854111696367,2.424678768680962,10.247357862248212,100.24999998329166,0.6802992518691932,0.8666666665222222,586.8751489406636,0.9982960600703488,592.8357412452873,2.9358536989877844,13.247730117800156,48395352.0,licit
256502,25925,14851,4275,0.4478531113062187,0.4614227548356915,354779.81113101996,68543.51909616,286236.29203485994,2.0500811577150424,0.0002374740561067,43.91073231842733,9.894001928636492,0.0578981840297518,0.1648987463837358,5.175978937312017,0.8067998320489127,6431.84444949828,0.0001158364165509,0.44909871816568,17801830.0,licit
145631,2976,137212,2517,9.120088608562668,0.3248813063202108,1522772.35748273,19140.35360814,1503632.0038745902,0.0020208733903906,0.0789201179621902,0.1437101265904291,48.935147849297934,0.9421895063550382,0.8457661290294162,79.55821447490555,0.987430587694808,1034074.5860086884,39.0522869045569,8.943956010962534,8302436.0,licit
48,1,48,1,19.17001713666667,16.22723458,2244.38591971,44.88090374,2199.50501597,0.0,0.0,0.0,47.99999952000001,0.9999999997916666,0.9999999900000002,50.0075919195366,0.9800030363068758,4900000000.0,0.0,19.109960345895924,537.0,licit
215858,12086,194836,8852,0.005421227667747,0.0002240935930335,473.03382251999994,254.40094712000004,218.6328754,5.48005039541643,0.0286208919201037,11.762380002980684,17.860168790321147,0.9026119022690424,0.7324176733404497,1.8594027571692864,0.4621929024665762,19379.071220998332,0.0052227424572254,0.00514566629115,255301239.0,licit
2437,94,2269,71,15.66868377217557,2.294228462297459,59636.254844719995,2791.59198912,56844.6628556,0.001135511727624,0.0,0.1204797194582642,25.925531912135583,0.93106278210533,0.7553191488558172,21.362812000082304,0.953189683081236,21007.683295610084,0.0,15.171963582811578,364928.0,licit
465273,38828,383679,38725,0.0136882338976397,7.306152546714387e-05,514.4023931199999,33.5888807,480.81351241999994,0.0041866657847864,0.0003922960990338,1.6625243849147455,11.982924693517054,0.8246319902508672,0.9973472751619972,15.31466313394758,0.9347031017767612,303214.19736271014,0.093701093468808,0.0126395354961947,65754837.0,licit
18,2,18,2,0.010361765,0.00272715,0.1636009,0.0,0.1636009,0.0,0.0,0.0,8.999999955,0.9999999994444444,0.999999995,16360089.999999998,0.9999999388756456,2000000000.0,0.0,0.0095983034952008,880.0,licit
102,1,102,1,0.0041967733333333,0.00158623,0.48365,0.00470806,0.47894194,0.0,0.0,0.0,101.99999898000002,0.9999999999019608,0.9999999900000002,102.72786938172118,0.9902655434660284,10300000000.0,0.0,0.0041714282520221,21276190.0,licit
149722,12983,149560,12821,0.0215337231684176,4.2202840036448246e-05,299.29030438999996,8.01789782,291.27240657000004,1.5378196184115265,0.0009484900025546,16.411884045002697,11.53215743663904,0.9989179946834132,0.9875221443418412,37.327777272262885,0.9732102987897528,9913.85263597472,0.0006167758461597,0.0198188133105548,5307730.0,licit
448,1,442,1,33.36047118,33.333333333333336,44600.05391154,99.972498,44500.08141354,0.0,0.0,0.0,447.9999955200001,0.9866071428351204,0.9999999900000002,446.1232318820199,0.9977584668796978,44900000000.0,0.0,33.36041073861855,5706.0,licit
171,16,153,12,5.840243369661156,0.0967560620454545,253.58635046,7.08110076,246.5052497,0.4291552131558642,0.4360671446608947,0.47331492003367,10.687499993320312,0.8947368420529394,0.74999999953125,35.81171327688929,0.97207617540583,395.0857835536637,1.0161058776220933,5.3488219954614795,913815.0,licit
82563,554,3608,18,0.0130873128768451,0.0014348916743442,2143.20440048,507.49126291,1635.7131375699996,3.868870885391237,5.462744952609208e-05,99.92418991553856,149.03068591788752,0.0436999624529094,0.0324909747286554,4.223135563257669,0.763209116776742,831.800588645623,1.4119739583754683e-05,0.0130096459573663,157902931.0,licit
7912,653,7422,559,1.094483228220571,0.1040995529581753,11084.51220087,5.556915770000273,11078.9552851,0.180918522318621,0.0123630870470926,0.7446694570828012,12.116385910993625,0.9380687563183292,0.8560490045810712,1994.723807181662,0.9994986774628152,11501.747256474584,0.0683351057995518,1.018975868038839,9130640.0,licit
34111,940,33194,486,2.7380980604508514,0.050965213673069,248835.77020801004,1810.73211661,247025.0380914,0.0704427490834436,0.0,1.7297999162726558,36.28829787195438,0.973117176277162,0.5170212765902444,137.42274073787289,0.9927231839895592,20263.03705280374,0.0,2.6660343568190643,19258768.0,licit
252108,34638,18722,7505,0.4711343786269006,0.6696429679108373,589570.61053003,188839.71392627,400730.89660376,1.3268041087373932,0.0001470379967849,26.403944164189415,7.278364801660813,0.0742618242975203,0.2166695536693179,3.1220689667015113,0.6796995804175043,10859.968423971375,0.0001108211790334,0.4951135815298602,7338754.0,licit
